SMILES	Name	fsp3	hac	hba	hbd	mollogp	mw	narom	psa	qed	sascore
O=C(NCC(O)c1ccco1)Nc1ccc(OC2CCCC2)c(F)c1	ZINC76070686	0.389	25	6	3	3.595	348.149	2	83.73	0.726	2.756
COCCC(C)NC(=O)N1CCN(Cc2ccon2)CC1	ZINC76086892	0.714	21	7	1	0.927	296.185	1	70.84	0.858	2.893
CC(NC(=O)c1cc(S(=O)(=O)N(C)C)ccc1Cl)c1cccc2ccccc21	ZINC07791841	0.19	28	5	1	4.235	416.096	3	66.48	0.649	2.435
Cc1cnc(NC(=O)COc2ccc(C)cc2C)s1	ZINC07800766	0.286	19	4	1	3.086	276.093	2	51.22	0.922	1.957
Cc1cc(CN2C(=O)NC3(CCCCc4ccccc43)C2=O)no1	ZINC07827020	0.389	24	6	1	2.657	325.143	2	75.44	0.858	3.304
CC(=O)N1CCC([NH2+]C2COC(CNS(=O)(=O)c3ccc(C)cc3)C2O)CC1	ZINC77264720	0.632	28	8	4	-1.024	412.191	1	112.55	0.582	4.218
Cc1ccc(C[NH+]2CCC(NC(=O)c3ccncc3)C(O)C2)c(C)c1	ZINC77322510	0.4	25	5	3	0.647	340.203	2	66.66	0.779	4.162
Nc1nc2[nH]ncc2c(N2CCC3(CC(=O)N(Cc4ccccc4)C3)CC2)n1	ZINC77378664	0.4	28	8	3	1.954	377.196	3	104.03	0.727	3.21
Cc1c(CC[NH2+]CC2(O)CC[NH2+]C2)c2ccccc2n1-c1ccccc1	ZINC77407482	0.364	26	4	5	0.743	351.231	3	58.38	0.574	4.219
Cc1ccc(C(=O)N2CCC(C(O)CCc3ccccc3)CC2)cc1O	ZINC77454550	0.409	26	4	2	3.547	353.199	2	60.77	0.844	2.548
Cc1cc(=O)c(C(=O)N2CCCCC2CCc2ccccc2)c[nH]1	ZINC77488577	0.4	24	4	1	3.311	324.184	2	53.17	0.921	2.773
Cc1cccc(=O)n1CCC(=O)N1CCOCC(O)(C[NH+]2CCCC2)C1	ZINC77554641	0.684	26	7	2	-1.185	364.224	1	76.21	0.727	4.186
O=C(Cc1ccc(NC(=O)c2cc3cccnn3n2)cc1)NCc1ccco1	ZINC77914743	0.1	28	8	2	2.434	375.133	4	101.53	0.539	2.516
O=C(NCc1cccc(-c2ccccc2)c1)c1cc2n(n1)CCS2	ZINC77952398	0.158	24	4	1	3.586	335.109	3	46.92	0.773	2.433
CC(C)C(NC(=O)c1cccs1)C(=O)N1CCc2nc(-c3ccccc3)oc2C1	ZINC77972579	0.318	29	6	1	3.742	409.146	3	75.44	0.676	2.937
Cc1nc(-c2c[nH]c(C(=O)NCC(C)[NH+]3CCCC(C)C3)c2)cs1	ZINC46954274	0.556	24	5	3	1.88	347.191	2	62.22	0.778	4.583
Cc1nn(-c2ccc(Cl)cc2)c(C)c1CC(=O)Nc1cnn(C)c1	ZINC52643824	0.235	24	6	1	3.057	343.12	3	64.74	0.782	2.188
CC(NC(=O)c1cccc([N+](=O)[O-])c1)C(=O)NCCc1nnc2ccccn21	ZINC78431535	0.222	28	10	2	1.115	382.139	3	131.53	0.471	2.718
CC(=O)C1=C([O-])C(=O)N(CCCOC(C)C)C1c1ccc(C(C)C)cc1	ZINC78550072	0.524	26	5	0	2.712	358.202	1	69.67	0.667	3.16
O=C(NCc1ccc(Br)cc1F)C1CCC1	ZINC78615778	0.417	16	2	1	3.005	285.016	1	29.1	0.899	1.811
COc1ccc(OC)c(CN(CCO)C(=O)C2CCCCCC2)c1	ZINC78646959	0.632	24	5	1	2.995	335.21	1	59	0.77	2.07
CCCCOc1c(Cl)cc(C(=O)N2CCC(c3nncn3CC)CC2)cc1OCC	ZINC78657391	0.591	30	7	0	4.549	434.208	2	69.48	0.518	2.518
COC(=O)CCN(Cc1csc(C2CCCC2)n1)CC1CCCO1	ZINC78728151	0.778	24	5	0	3.345	352.182	1	51.66	0.659	3.002
CC(C)NS(=O)(=O)c1ccc(NC(=O)COc2cccc(Cl)c2)cc1	ZINC08087469	0.235	25	6	2	3.044	382.075	2	84.5	0.762	1.842
CC(NC(=O)c1ccoc1)c1nc(-c2ccccn2)no1	ZINC78773859	0.143	21	7	1	2.216	284.091	3	94.05	0.791	2.858
CCCS(=O)(=O)/N=C(/[O-])Cc1csc(C(C)(C)C)n1	ZINC78868921	0.667	19	5	0	1.482	303.084	1	82.45	0.615	3.497
CC(C)c1cnc(CN(C)C2CC[NH+](CCCc3cn[nH]c3)C2)o1	ZINC78892124	0.667	24	6	2	1.243	332.245	2	62.39	0.773	4.78
CC[NH+](CC)CC1CCN(C(C)C(=O)NC(c2ccccc2)c2ccccc2)C1	ZINC78950488	0.48	29	4	2	2.527	394.286	2	36.78	0.685	3.632
O=C(NCCCS(=O)(=O)Cc1ccccc1)NC1CCS(=O)C1	ZINC78974178	0.533	23	6	2	0.812	358.102	1	92.34	0.717	3.392
CC(=O)NCC1CCN(c2cncc(-n3nc(C)cc3C)n2)CC1	ZINC78979729	0.529	24	7	1	1.632	328.201	2	75.94	0.931	2.538
Cc1ccc(Sc2ccc(NC(=O)CCCC(=O)NC(C)C)cc2)c(C)c1	ZINC78998483	0.364	27	4	2	5.088	384.187	2	58.2	0.64	2.074
CC(C)c1nc(C[NH2+]C(C)CCS(C)=O)cs1	ZINC79073450	0.75	17	3	2	1.487	275.125	1	46.57	0.827	4.684
O=S(=O)(Cc1ccccc1)N1CCN(c2nnc(C3CC3)s2)CC1	ZINC79109301	0.5	24	6	0	2.068	364.103	2	66.4	0.816	2.317
COc1cc2c(cc1OC)C[NH+](Cc1coc(=O)c(C[NH+]3CCSCC3)c1[O-])CC2	ZINC79192933	0.5	30	7	2	-0.996	433.18	2	80.61	0.639	5.253
O=C(CCCN1C(=O)NC2(CCCC2)C1=O)N(Cc1ccccc1F)C1CC1	ZINC23955342	0.571	28	6	1	2.962	387.196	1	69.72	0.725	2.869
N#Cc1ccc(Cn2cnc3cc([N+](=O)[O-])ccc3c2=O)cc1	ZINC79370047	0.062	23	7	0	2.225	306.075	3	101.82	0.547	2.117
O=C(COc1cccc[n+]1[O-])N1N=C(c2ccc(Cl)cc2)CC1c1ccco1	ZINC08223822	0.15	28	7	0	3.323	397.083	3	81.98	0.479	3.195
O=C(COc1ccc(-c2ccccc2)cc1)N1CCCC1c1nc2ccccc2s1	ZINC08231758	0.2	30	4	0	5.706	414.14	4	42.43	0.412	2.476
COc1ccc(NC(=O)Cc2ccc(OC)cc2OC)cc1	ZINC08274681	0.235	22	5	1	2.894	301.131	2	56.79	0.884	1.609
C=CCNC(=O)C(CC(C)C)NS(=O)(=O)c1ccc(C)cc1	ZINC08316848	0.438	22	5	2	1.99	324.151	1	75.27	0.722	2.533
Cc1ccc(OCC(=O)Nc2nc(-c3ccccc3)cs2)cc1C	ZINC00274052	0.158	24	4	1	4.444	338.109	3	51.22	0.716	1.8
O=[N+]([O-])c1ccc(S(=O)(=O)[N-]c2nc3ccccc3nc2Nc2ccccc2)cc1	ZINC00874640	0	30	9	1	4.676	420.077	4	129.19	0.338	2.836
Cc1ccc(-n2nnnc2SC(C)C(=O)Nc2cc(Cl)ccc2C)cc1	ZINC08340782	0.222	26	6	1	4.052	387.092	3	72.7	0.644	2.473
NS(=O)(=O)c1ccc(NC(=O)c2cccc(Cl)c2)cc1	ZINC03339242	0	20	5	3	2.24	310.018	2	89.26	0.913	1.584
CCCN(C1CCS(=O)(=O)C1)S(=O)(=O)c1cc(OC)ccc1OC	ZINC08429336	0.6	24	7	0	1.292	377.097	1	89.98	0.719	2.792
CC1CCN(c2ccc(NC(=O)CNC(=O)c3ccccc3)cc2)CC1	ZINC08170078	0.333	26	5	2	3.291	351.195	2	61.44	0.854	1.762
COc1ccc(C2=C(/C=C3/SC(=S)NC3=O)C(c3ccccc3)c3ccccc3O2)cc1OC	ZINC02269973	0.111	34	5	1	5.671	487.091	3	56.79	0.362	3.152
Nn1cc(-c2ccccc2)nc1SCc1nc2ccc(Cl)cc2n1CCO	ZINC08393568	0.158	27	6	3	3.552	399.092	4	81.89	0.373	2.506
Cc1ccc(N2C(=O)c3cc(N(C)C)ccc3P2(=O)N2CCOCC2)cc1	ZINC03220732	0.35	27	6	0	2.872	385.156	2	53.09	0.755	3.483
Cc1ccc(Cl)cc1NC(=O)CSc1nnc(-c2ccc(C(C)(C)C)cc2)n1-c1ccccc1	ZINC02351678	0.222	34	5	1	6.924	490.159	4	59.81	0.3	2.145
CCOC(=O)c1ccc(/N=C2/S/C(=C/c3ccc(OCC)c(OC)c3)C(=O)N2C)cc1	ZINC08438921	0.261	31	7	0	4.504	440.141	2	77.43	0.446	2.345
COc1ccccc1C1CC(=O)C2=C(C1)N=C(C)C(C(=O)OC1CCCC1)C2c1cc(OC)c(OC)c(OC)c1	ZINC08439853	0.469	40	8	0	5.782	547.257	2	92.65	0.38	3.676
Cc1ccc(S(=O)(=O)N=C2NCN(CC(=O)[O-])CN2)cc1	ZINC19328158	0.333	21	8	2	-1.801	311.081	1	113.93	0.716	3.431
O=C(COC(=O)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1F	ZINC03372690	0.048	30	6	1	4.32	447.034	3	89.54	0.412	1.952
CC(NC1=[NH+]CCN1)C(=O)[O-]	ZINC00801655	0.667	11	5	3	-4.246	157.085	0	78.16	0.367	5.73
COc1cc(C[NH2+]CC2CCCO2)cc(Cl)c1OCc1ccccc1Cl	ZINC08470424	0.4	26	4	2	3.823	396.113	2	44.3	0.714	3.364
COc1cccc2cc(C(C)NC(=O)NCc3ccon3)oc21	ZINC83173705	0.25	23	7	2	2.99	315.122	3	89.53	0.748	2.962
COc1ccc(/C=C(/C#N)c2ccc(C(=O)c3ccc(F)cc3)s2)cc1	ZINC33925191	0.048	26	3	0	5.191	363.073	3	50.09	0.445	2.273
CCn1c(=O)c2ccccc2nc1SCC(=O)N(C)C1CCCc2ccccc21	ZINC08538991	0.348	29	5	0	4.045	407.167	3	55.2	0.456	2.723
CSc1ccc(/C=C2/SC(N(C)CCO)=NC2=O)cc1	ZINC06734256	0.286	20	4	1	2.303	308.065	1	52.9	0.684	2.688
Cc1oc(/C=N/NC(=O)CN(c2ccc(C)cc2)S(=O)(=O)c2ccccc2)cc1Br	ZINC83294966	0.143	30	7	1	4.005	489.036	3	91.98	0.386	2.496
Cc1cc(C)c(/N=C/c2ccc(N3N=C(c4ccccc4)CC3c3ccccc3)cc2)c(C)c1	ZINC13756749	0.161	34	3	0	7.718	443.236	4	27.96	0.283	2.864
O=C(Nc1ccccc1F)C1CC(=O)N(CCc2ccccc2)/C(=N/c2cccc(Cl)c2)S1	ZINC34695338	0.16	33	5	1	5.682	481.103	3	61.77	0.482	2.843
COc1cc(/C=N/NC(=O)c2ccc(Cl)cc2)ccc1OCC(N)=O	ZINC35771973	0.118	25	7	3	1.977	361.083	2	103.01	0.584	1.944
COc1ccccc1S(=O)CC1CC[NH2+]CC1	ZINC83319646	0.538	17	3	2	0.776	254.121	1	42.91	0.877	4.228
CC1=NN(c2ccc(S(N)(=O)=O)cc2)C(=O)/C1=C/c1ccc(-c2cc(C)c(C)cc2[N+](=O)[O-])o1	ZINC33929466	0.13	34	10	2	3.925	480.11	3	149.11	0.321	2.719
COc1ccc(S(=O)(=O)NCc2cccs2)cc1OC	ZINC04667239	0.231	20	5	1	2.244	313.044	2	64.63	0.89	1.888
Cc1ccc(S(=O)(=O)NCCNc2nccc(C(F)(F)F)n2)cc1	ZINC04299436	0.286	24	6	2	2.194	360.087	2	83.98	0.774	2.236
COc1cc2c(cc1/C=C1/C(=O)NC(=O)N(c3cccc(Br)c3)C1=O)OCO2	ZINC01131792	0.105	28	8	1	2.853	443.996	2	94.17	0.573	
Cc1nc2cc(NC(=O)COc3ccccc3Cc3ccccc3)ccc2o1	ZINC08269293	0.13	28	5	1	4.745	372.147	4	64.36	0.507	2.011
CC(C)C(C)NC(=O)Nc1ccc(C(N)=O)c(Cl)c1	ZINC40527084	0.385	19	5	4	2.605	283.109	1	84.22	0.791	2.413
CC1(c2cccc3ccccc32)NC(=O)N(Cc2cccc(F)c2)C1=O	ZINC08644971	0.143	26	4	1	3.946	348.127	3	49.41	0.704	2.476
CN(CC(=O)Nc1ccc(N2CCOCC2)cc1)C(=O)CCNC(=O)c1ccccc1Cl	ZINC15647335	0.348	32	8	2	2.394	458.172	2	90.98	0.634	2.119
CC(C#N)CN(C)C(=O)C1CN(Cc2ccccc2)CCO1	ZINC84638216	0.529	22	5	0	1.505	301.179	1	56.57	0.835	3.057
CC(C)=CC1C(C(=O)OCc2ccccc2[N+](=O)[O-])C1(C)C	ZINC84671198	0.471	22	5	0	3.876	303.147	1	69.44	0.347	3.161
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C(=O)OCC(=O)NC	ZINC23486093	0.529	26	9	2	0.169	368.158	0	120.03	0.494	2.484
Cc1ccc(S(=O)(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])c(C)c1	ZINC08189298	0.211	26	6	2	1.424	371.107	3	102.09	0.691	2.909
CC(NC(=O)CN1C(=O)NC2(CCCC2)C1=O)c1ccc2c(c1)OCO2	ZINC08707186	0.5	26	8	2	1.457	359.148	1	96.97	0.801	3.231
CCOC(=O)C1=NN(C(C)=O)C2C(=O)N(c3ccc(Cl)c(Cl)c3)C(=O)C12	ZINC04693768	0.312	26	8	0	1.633	397.023	1	96.35	0.575	3.306
CCOC(=O)C1=C(C)NC2=C(C(=O)CCC2)C1c1ccc(C)s1	ZINC06138386	0.444	23	4	1	3.588	331.124	1	55.4	0.839	3.003
O=C(CN1CC(c2ccccc2)NC1=S)N(Cc1ccco1)C1(C(=O)Nc2ccc(N3CCOCC3)cc2)CCCC1	ZINC08695908	0.406	42	9	2	4.328	587.257	3	90.29	0.343	3.508
O=C(c1cc(-c2ccccc2)n[nH]1)N1CCCCCC1	ZINC07754269	0.375	20	4	1	3.093	269.153	2	48.99	0.899	1.886
CCC(=O)/N=C1/SC2CS(=O)(=O)CC2N1C	ZINC09482881	0.778	16	5	0	0.123	262.045	0	66.81	0.689	3.853
O=C(CSc1nnc(C[NH+]2CCCC2)n1-c1ccccc1)NCCc1ccc(Cl)cc1Cl	ZINC08723993	0.348	32	6	2	3.204	490.124	3	64.25	0.445	3.193
CCC1CCCC[NH+]1Cc1ccc(C(=O)[O-])cc1	ZINC08730780	0.533	18	3	1	0.398	247.157	1	44.57	0.855	4.732
O=C1C2CCCCC2C(=O)N1c1ccc2c(c1)oc1ccccc12	ZINC18245064	0.3	24	4	0	4.266	319.121	3	50.52	0.604	2.858
CN1c2ccc(NC(=O)C3CCCC3)cc2CCC1=O	ZINC08736279	0.5	20	4	1	2.724	272.152	1	49.41	0.895	2.002
CCOC(=O)c1[nH]c(C)c(CCC(=O)N2CCCC(C(=O)NCc3ccc(C)o3)C2)c1C	ZINC46046444	0.542	32	8	2	3.197	443.242	2	104.64	0.601	2.969
C[NH+]1CCc2nc3sc(C(=O)Nc4ccc(F)c(Cl)c4)c(N)c3cc2C1	ZINC08748317	0.222	26	5	4	2.494	391.08	3	72.45	0.627	3.781
O=C(C1=NN(c2ccccc2)C2C(=O)N(c3ccc(Cl)cc3)C(=O)C12)c1ccccc1	ZINC08691522	0.083	31	6	0	3.957	429.088	3	70.05	0.449	3.021
Cc1cc2c(c(O)c1-c1c(C)cc3c(c1O)c(/C=N/c1cccc(Cl)c1C)c(O)c(O)c3C(C)C)c(/C=N/c1cccc(Cl)c1C)c(O)c(O)c2C(C)C	ZINC85888767	0.227	54	8	6	12.182	764.242	6	146.1	0.056	3.927
C/C(=N/NC(=O)COc1ccc(Cl)cc1Br)c1ccc(C(C)C)cc1	ZINC20075168	0.263	25	4	1	5.145	422.04	2	50.69	0.496	2.074
Cn1c(C[NH+]2CCOCC2)nnc1SCC(=O)Nc1nccs1	ZINC00807452	0.538	23	8	2	-0.582	355.101	2	86.37	0.702	3.652
CC1CC=C2C(=O)OCC2CC(=O)C1	ZINC34076319	0.636	14	3	0	1.475	194.094	0	43.37	0.554	3.906
CC1CCCC(NC(=O)c2cc(Sc3ccc(F)cc3F)nc3ccccc32)C1C	ZINC08812544	0.333	30	3	1	6.219	426.158	3	41.99	0.538	3.307
CCN(C(=O)c1ccccc1SCC(=O)Nc1cccc(C#N)c1)C1CCS(=O)(=O)C1	ZINC08825416	0.318	31	7	1	2.938	457.113	2	107.34	0.635	2.885
O=C(Cc1ccccc1)Nc1ccc(NC(=O)c2ccc(-c3cccc([N+](=O)[O-])c3)o2)cc1	ZINC08832337	0.04	33	8	2	5.288	441.132	4	114.48	0.288	2.04
CC(C)Oc1ccc(-c2nn(-c3ccccc3)cc2/C=C(/C#N)c2nc3ccccc3[nH]2)cc1	ZINC08836960	0.107	34	6	1	6.267	445.19	5	79.52	0.313	2.491
O=C(CSc1nc(CC(=O)Nc2ccc3c(c2)OCO3)cs1)Nc1ccc(F)cc1	ZINC08852070	0.15	30	7	2	3.923	445.057	3	89.55	0.518	2.222
Cn1c2c(c(-c3ccccc3)n3c2c(-c2cccnc2)nc2ccccc23)c(=O)n(C)c1=O	ZINC01444410	0.077	33	7	0	3.767	433.154	6	74.19	0.404	2.593
Cc1ccccc1-n1c(CSc2cc(Cl)ccc2Cl)nc2ccc(Cl)cc2c1=O	ZINC03050388	0.091	29	3	0	6.947	459.997	4	34.89	0.311	2.273
O=C1/C(=C/c2ccc(O)cc2)N=C(c2ccccc2)N1c1nc2cc(Cl)c(Cl)cc2s1	ZINC08955274	0	31	5	1	6.143	465.011	4	65.79	0.367	2.563
CCOC(=O)NCC1CC(=O)N(c2ccc(OCC)cc2)C1	ZINC08981222	0.5	22	6	1	2.184	306.158	1	67.87	0.877	2.513
CCC(=O)N1CCc2ccc(NC(=O)c3c(F)cccc3F)cc2C1	ZINC09035228	0.263	25	4	1	3.512	344.134	2	49.41	0.905	2.119
N#CCn1c(=O)c2ccccc2nc1C[NH+]1CCCCCC1	ZINC09114401	0.471	22	5	1	0.879	297.172	2	63.12	0.929	3.506
Cc1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccc(Cl)cc2)cc1	ZINC01165552	0.087	30	5	1	5.078	435.081	4	63.99	0.336	1.901
COc1cc(C2c3c(oc4ccc(F)cc4c3=O)C(=O)N2CC2CCCO2)cc(OC)c1OC	ZINC02344802	0.36	34	8	0	3.682	469.154	3	87.44	0.529	3.264
CCOC(=O)c1[nH]c2ccc(OC)cc2c1NC(=O)C[NH+]1CCN(c2ccc([N+](=O)[O-])cc2)CC1	ZINC08974769	0.333	35	11	3	1.605	482.204	3	131.24	0.255	3.3
Cc1nc(N2CC[NH+](C)CC2)[nH]c(=O)c1Cc1ccccc1Cl	ZINC09196332	0.412	23	5	2	0.657	333.148	2	53.43	0.883	3.568
Cc1cc(C(=O)Nc2c3ccccc3oc2C(N)=O)no1	ZINC09204249	0.071	21	7	3	2.08	285.075	3	111.36	0.768	2.258
COc1ccc(S(=O)(=O)N2CCN(c3ccccc3OC)CC2)cc1C(=O)N1CCCC1	ZINC09192242	0.435	32	8	0	2.451	459.183	2	79.39	0.66	2.084
O=C(CN1C(=O)S/C(=C/c2c3ccccc3cc3ccccc32)C1=O)Nc1ccc2c(c1)OCCO2	ZINC01102741	0.107	36	7	1	5.439	496.109	4	84.94	0.29	2.439
COC(=O)Cn1c(=O)c(C(=O)COC(=O)C2(C)CC2(Cl)Cl)c(N)n(Cc2ccccc2)c1=O	ZINC09254883	0.381	33	10	2	1.123	497.076	2	139.69	0.329	3.124
Cc1ccc2c(=O)c(C(=O)c3ccc(Br)cc3)cn(CC(=O)Nc3ccc(C(C)C)cc3)c2n1	ZINC09268261	0.185	34	6	1	5.461	517.1	4	81.06	0.334	2.327
Cc1ccc2c(c1)N(C(=O)CCC(=O)NCC1CCCO1)CC(C)O2	ZINC06797958	0.579	25	6	1	2.184	346.189	1	67.87	0.89	3.104
CC(NC(=O)c1ccccc1)c1nnc(SCC(=O)Nc2sc3c(c2C#N)CCCC3)n1C	ZINC09305035	0.348	33	8	2	3.849	480.14	3	112.7	0.481	2.919
CSc1ccc(/C=C2/C(=O)NC(=S)N(c3ccc(Br)cc3)C2=O)cc1	ZINC01186477	0.056	25	4	1	4.002	431.96	2	49.41	0.332	2.324
COc1ccc(-c2nnc(SCC(=O)N/N=C(/C)c3ccc(O)cc3)n2-c2ccc(C)cc2)cc1	ZINC09015791	0.154	35	8	2	4.589	487.168	4	101.63	0.205	2.296
O=C(Nc1c2c(nn1-c1cccc(Cl)c1)CSC2)c1ccc(Cl)c([N+](=O)[O-])c1	ZINC09391588	0.111	28	7	1	5.086	434.001	3	90.06	0.437	2.519
Cc1c(O)c(C[NH2+]Cc2c(F)cccc2Cl)cc2c(-c3ccccc3)cc(=O)oc12	ZINC09410339	0.125	30	4	3	4.53	424.112	4	67.05	0.442	3.083
COc1ccc(-c2ccc(C(=S)N3CCN(c4ccc(C)c(Cl)c4)CC3)o2)cc1	ZINC09424506	0.261	29	4	0	5.415	426.117	3	28.85	0.503	2.254
CCc1cccc(NC(=O)CN2C(=O)COc3ccc(S(=O)(=O)N4CCCCCC4)cc32)c1	ZINC09430676	0.417	33	8	1	3.178	471.183	2	96.02	0.688	2.297
COc1ccc(CCC2(C)NC(=O)N(CC(=O)NC(C)c3ccc(-c4ccccc4)cc3)C2=O)cc1	ZINC09460330	0.276	36	7	2	4.483	485.231	3	87.74	0.419	2.937
O=C(c1cc(-c2ccccc2)nn1-c1ccccc1)N(Cc1nnc(-c2ccccc2Cl)o1)C1CC1	ZINC09467172	0.143	36	7	0	6.048	495.146	5	77.05	0.273	2.454
COC(=O)c1ccc2c(c1)nc(SCc1cc(=O)n3ccccc3n1)n(CC1CCCO1)c2=O	ZINC02971106	0.292	34	9	0	2.662	478.131	4	104.79	0.236	3.023
C=CCn1c(SC(C)C(=O)c2ccc(NS(C)(=O)=O)cc2)nnc1-c1ccccc1OC	ZINC09467463	0.227	32	8	1	3.875	472.124	3	103.18	0.263	2.812
O=C(Cn1c(=O)ccn(Cc2ccccc2)c1=O)Nc1ccc2c(c1)OC1(CCCC1)O2	ZINC09495879	0.292	32	8	1	2.739	433.164	3	91.56	0.665	2.946
N#Cc1cc([N+](=O)[O-])ccc1NCCNc1cccc[nH+]1	ZINC06510065	0.143	21	7	3	1.805	284.115	2	105.13	0.481	3.396
COC(=O)c1ccccc1NC(=O)c1cccc(S(C)(=O)=O)c1	ZINC09535564	0.125	23	6	1	2.129	333.067	2	89.54	0.869	1.708
COc1ccc(C2CC(=O)C3=C(C2)NC(=O)CC3c2cc(Br)c(O)c(OC)c2)cc1	ZINC09560059	0.304	30	6	2	4.176	471.068	2	84.86	0.671	3.24
CCn1c2ccccc2c2cc(C3OC(c4cc5ccccc5cc4OC(C)=O)=NN3C(C)=O)ccc21	ZINC09529725	0.167	37	7	0	6.132	491.185	5	73.13	0.223	3.222
Cn1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)n1	ZINC09593730	0.091	17	4	1	2.979	269.012	2	46.92	0.902	1.925
Cc1csc(SCc2c3ccccc3oc2C(=O)Nc2ccc3c(c2)NC(=O)C(C)O3)n1	ZINC09619260	0.174	32	7	2	5.462	465.082	4	93.46	0.369	3.103
Cc1cccc(C)c1OCc1nnc(SCC(=O)NCc2ccccc2)n1-c1ccccc1	ZINC09632713	0.192	33	6	1	4.872	458.178	4	69.04	0.347	2.133
CCOC(=O)N1CCc2c(sc(NC(=O)c3ccc(C(C)=O)cc3)c2C(=O)OC)C1	ZINC09639043	0.333	30	8	1	3.504	430.12	2	102.01	0.562	2.255
Cc1ccc(C)c(S(=O)(=O)N2CCCCC2CCNC(=O)C(=O)Nc2ccc(C)c(C)c2)c1	ZINC09749494	0.44	33	7	2	3.608	471.219	2	95.58	0.613	2.781
Cc1c(C)n2c(nc3c2c(=O)n(C)c(=O)n3C)n1CCNc1cccc(C)c1	ZINC09763912	0.35	28	8	1	1.724	380.196	4	78.26	0.589	2.602
CC(Sc1nnc(-c2ccncc2)n1Cc1ccccc1)C(=O)N1c2ccccc2CC1C	ZINC09778309	0.231	33	6	0	4.847	455.178	4	63.91	0.372	3.053
COc1ccccc1NC(=O)Nc1nc(CC(=O)Nc2nc3ccc(S(C)(=O)=O)cc3s2)cs1	ZINC09785037	0.143	34	10	3	3.99	517.055	4	139.38	0.325	2.394
O=C(Nc1cccc(-c2nnc3n2CCCCC3)c1)C1=CN2CCS(=O)(=O)N=C2C=C1	ZINC09816001	0.333	31	9	1	2.108	438.147	2	109.55	0.789	3.005
COc1ccc(-n2nc(C(=O)NCC(=O)Nc3ccc(OC)cc3OC)c3ccccc3c2=O)cc1	ZINC03660336	0.154	36	10	2	2.78	488.17	4	120.78	0.389	2.184
O=C(COc1ccccc1)NC(=S)Nc1ccc(I)cn1	ZINC09076623	0.071	21	5	2	2.578	412.969	2	63.25	0.595	2.11
O=C(CCNC(=O)c1ccc2ccccc2c1)N1CCCC1	ZINC09908716	0.333	22	4	1	2.582	296.152	2	49.41	0.94	1.721
CCOc1cccc2c1Oc1nc(-c3ccccc3)nc(SCC(=O)N(CC)CC)c1C2	ZINC02690407	0.32	32	6	0	5.199	449.177	3	64.55	0.262	2.627
C[NH+](CC(=O)N1CCc2sccc2C1)Cc1ccc2c(c1)OCO2	ZINC09975486	0.389	24	5	1	1.076	345.127	2	43.21	0.914	3.734
Cc1nc2c(C(N)=O)ncn2c(C)c1CCC(=O)NC(C)c1ccc(Cl)cc1	ZINC09858511	0.3	28	7	3	2.908	399.146	3	102.38	0.659	
Cc1nn(C(=O)c2ccc(C)cc2)c(C)c1C	ZINC10155521	0.286	17	3	0	2.805	228.126	2	34.89	0.747	1.989
Cc1cccc(-n2c(SCC(=O)Nc3sccc3C(N)=O)nc3ccccc3c2=O)c1C	ZINC10211552	0.13	32	7	3	3.894	464.098	4	107.08	0.322	2.331
CSc1ccc(NC(=O)CCS(=O)(=O)Cc2ccccc2)cc1	ZINC10621514	0.235	23	4	1	3.352	349.081	2	63.24	0.764	1.945
O=C(CNc1ccc(F)c(F)c1F)Nc1ccc(I)cc1	ZINC11041135	0.071	21	3	2	3.759	405.979	2	41.13	0.583	2.059
O=Cc1cc(-c2ccccc2)c[nH]c1=O	ZINC04911898	0	15	3	1	1.854	199.063	2	49.93	0.755	2.182
O=C(Cc1ccc(F)cc1)Nc1nnc(-c2ccc(Br)s2)o1	ZINC11695473	0.071	22	5	1	3.881	380.958	3	68.02	0.72	2.266
CSCCNC(=O)C1CCC(=O)N(CC[NH+]2CCOCC2)C1	ZINC11713436	0.867	22	6	2	-1.381	330.185	0	63.08	0.597	4.195
NC(=O)C(OC(=O)COc1c(I)cc(Cl)c2cccnc21)c1ccccc1	ZINC11747193	0.105	27	6	2	3.641	495.969	3	91.51	0.405	2.876
CSc1ccc(C[NH+]2CCc3nnc(CCNC(=O)C4CCC[NH+](C)C4)n3CC2)cc1	ZINC11788633	0.609	31	7	3	-0.775	444.267	2	68.69	0.513	5.105
COc1ccc(-c2cc3c(c(OC)c2)OCCN(C(=O)Cc2ccc(N4CCNC4=O)cc2)C3)cc1OC	ZINC11813574	0.31	38	9	1	3.873	517.221	3	89.57	0.495	2.596
CCCc1sc(C(=O)OC(C)C(=O)Nc2cc(C)on2)cc1CC	ZINC11877625	0.471	24	6	1	3.743	350.13	2	81.43	0.747	2.942
Cc1nc(SCC(=O)Nc2cccc(O)c2)[nH]c(=O)c1CCO	ZINC11905748	0.267	23	7	4	1.05	335.094	2	115.31	0.47	2.42
O=C(NC1CCCN(c2ncccn2)C1)c1ccnc(Cl)c1	ZINC12057424	0.333	22	6	1	1.924	317.104	2	71.01	0.881	2.669
